Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2003,2003,1000 $,739,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2004,2004,1000 $,486,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2005,2005,1000 $,1148,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2006,2006,1000 $,2337,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2007,2007,1000 $,23,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2008,2008,1000 $,34,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2009,2009,1000 $,364,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2010,2010,1000 $,3946,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2011,2011,1000 $,460,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2012,2012,1000 $,458,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2013,2013,1000 $,80,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2014,2014,1000 $,16078,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2016,2016,1000 $,35227,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2017,2017,1000 $,2025,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2018,2018,1000 $,2989,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2019,2019,1000 $,1444,Fc
2,Afghanistan,515,Apples,65,Import Value Base Period Price,2020,2020,1000 $,788,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1967,1967,1000 $,5755,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1968,1968,1000 $,8294,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1969,1969,1000 $,3899,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1970,1970,1000 $,4329,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1971,1971,1000 $,5507,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1972,1972,1000 $,4860,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1973,1973,1000 $,6845,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1974,1974,1000 $,12897,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1975,1975,1000 $,7649,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1976,1976,1000 $,13590,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1977,1977,1000 $,11868,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1978,1978,1000 $,13452,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1979,1979,1000 $,23168,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1980,1980,1000 $,26210,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1981,1981,1000 $,24791,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1982,1982,1000 $,25407,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1983,1983,1000 $,21490,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1984,1984,1000 $,43149,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1985,1985,1000 $,13191,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1986,1986,1000 $,12418,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1987,1987,1000 $,16568,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1988,1988,1000 $,16200,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1989,1989,1000 $,12554,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1990,1990,1000 $,13087,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1991,1991,1000 $,17785,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1992,1992,1000 $,6606,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1993,1993,1000 $,5759,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1994,1994,1000 $,5258,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1995,1995,1000 $,6492,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1998,1998,1000 $,6872,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,1999,1999,1000 $,8130,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2000,2000,1000 $,7114,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2001,2001,1000 $,6587,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2002,2002,1000 $,5306,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2003,2003,1000 $,5644,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2004,2004,1000 $,5338,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2005,2005,1000 $,14421,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2006,2006,1000 $,13867,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2007,2007,1000 $,21342,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2008,2008,1000 $,16891,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2009,2009,1000 $,17783,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2010,2010,1000 $,17457,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2011,2011,1000 $,10954,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2012,2012,1000 $,11201,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2013,2013,1000 $,11903,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2014,2014,1000 $,13210,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2015,2015,1000 $,17476,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2016,2016,1000 $,14911,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2017,2017,1000 $,23584,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2018,2018,1000 $,20103,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2019,2019,1000 $,16490,Fc
2,Afghanistan,515,Apples,94,Export Value Base Quantity,2020,2020,1000 $,17492,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1967,1967,1000 $,998,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1968,1968,1000 $,517,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1969,1969,1000 $,357,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1970,1970,1000 $,1009,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1971,1971,1000 $,374,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1972,1972,1000 $,2469,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1973,1973,1000 $,1758,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1974,1974,1000 $,2401,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1975,1975,1000 $,2310,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1976,1976,1000 $,1733,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1977,1977,1000 $,906,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1978,1978,1000 $,1572,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1979,1979,1000 $,672,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1980,1980,1000 $,1654,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1981,1981,1000 $,1437,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1982,1982,1000 $,1828,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1983,1983,1000 $,2090,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1984,1984,1000 $,2472,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1985,1985,1000 $,1436,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1986,1986,1000 $,1205,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1987,1987,1000 $,2195,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1988,1988,1000 $,796,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1989,1989,1000 $,7,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1990,1990,1000 $,92,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1991,1991,1000 $,609,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1992,1992,1000 $,609,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1993,1993,1000 $,457,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1994,1994,1000 $,1001,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1995,1995,1000 $,1741,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1997,1997,1000 $,2394,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1998,1998,1000 $,1916,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,1999,1999,1000 $,3047,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2000,2000,1000 $,3265,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2001,2001,1000 $,1175,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2002,2002,1000 $,937,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2003,2003,1000 $,1641,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2004,2004,1000 $,1946,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2005,2005,1000 $,4150,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2006,2006,1000 $,3919,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2007,2007,1000 $,4928,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2008,2008,1000 $,3359,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2009,2009,1000 $,4078,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2010,2010,1000 $,638,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2011,2011,1000 $,1698,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2012,2012,1000 $,10630,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2013,2013,1000 $,13513,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2014,2014,1000 $,5568,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2015,2015,1000 $,14105,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2016,2016,1000 $,26783,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2017,2017,1000 $,9906,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2018,2018,1000 $,8415,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2019,2019,1000 $,9591,Fc
2,Afghanistan,515,Apples,95,Export Value Base Price,2020,2020,1000 $,12963,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),1979,1979,index,0,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),1980,1980,index,0,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2002,2002,index,1,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2003,2003,index,1,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2004,2004,index,1,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2005,2005,index,3,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2006,2006,index,8,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2007,2007,index,0,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2008,2008,index,1,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2009,2009,index,2,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2010,2010,index,38,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2011,2011,index,4,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2012,2012,index,2,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2013,2013,index,1,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2014,2014,index,78,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2016,2016,index,122,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2017,2017,index,3,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2018,2018,index,5,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2019,2019,index,3,Fc
2,Afghanistan,515,Apples,462,Import Value Index (2014-2016 = 100),2020,2020,index,8,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),1979,1979,index,47,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),1980,1980,index,164,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2002,2002,index,53,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2003,2003,index,42,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2004,2004,index,35,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2005,2005,index,71,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2006,2006,index,78,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2007,2007,index,380,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2008,2008,index,365,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2009,2009,index,142,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2010,2010,index,231,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2011,2011,index,201,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2012,2012,index,102,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2013,2013,index,193,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2014,2014,index,117,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2016,2016,index,83,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2017,2017,index,39,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2018,2018,index,43,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2019,2019,index,45,Fc
2,Afghanistan,515,Apples,464,Import Unit/Value Index (2014-2016 = 100),2020,2020,index,256,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),1979,1979,index,0,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),1980,1980,index,0,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2002,2002,index,1,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2003,2003,index,3,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2004,2004,index,2,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2005,2005,index,4,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2006,2006,index,9,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2007,2007,index,0,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2008,2008,index,0,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2009,2009,index,1,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2010,2010,index,15,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2011,2011,index,2,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2012,2012,index,2,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2013,2013,index,0,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2014,2014,index,63,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2016,2016,index,137,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2017,2017,index,8,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2018,2018,index,12,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2019,2019,index,6,Fc
2,Afghanistan,515,Apples,465,Import Quantity Index (2014-2016 = 100),2020,2020,index,3,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1967,1967,index,2,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1968,1968,index,2,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1969,1969,index,1,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1970,1970,index,2,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1971,1971,index,1,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1972,1972,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1973,1973,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1974,1974,index,13,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1975,1975,index,7,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1976,1976,index,10,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1977,1977,index,4,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1978,1978,index,9,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1979,1979,index,6,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1980,1980,index,18,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1981,1981,index,15,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1982,1982,index,19,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1983,1983,index,19,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1984,1984,index,44,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1985,1985,index,8,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1986,1986,index,6,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1987,1987,index,15,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1988,1988,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1989,1989,index,0,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1990,1990,index,1,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1991,1991,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1992,1992,index,2,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1993,1993,index,1,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1994,1994,index,2,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1995,1995,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1998,1998,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),1999,1999,index,10,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2000,2000,index,10,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2001,2001,index,3,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2002,2002,index,2,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2003,2003,index,4,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2004,2004,index,4,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2005,2005,index,25,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2006,2006,index,23,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2007,2007,index,44,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2008,2008,index,24,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2009,2009,index,30,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2010,2010,index,5,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2011,2011,index,8,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2012,2012,index,50,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2013,2013,index,67,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2014,2014,index,31,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2015,2015,index,103,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2016,2016,index,167,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2017,2017,index,97,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2018,2018,index,71,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2019,2019,index,66,Fc
2,Afghanistan,515,Apples,492,Export Value Index (2014-2016 = 100),2020,2020,index,95,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1967,1967,index,38,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1968,1968,index,55,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1969,1969,index,26,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1970,1970,index,28,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1971,1971,index,36,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1972,1972,index,32,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1973,1973,index,45,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1974,1974,index,85,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1975,1975,index,50,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1976,1976,index,89,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1977,1977,index,78,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1978,1978,index,89,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1979,1979,index,152,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1980,1980,index,172,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1981,1981,index,163,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1982,1982,index,167,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1983,1983,index,141,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1984,1984,index,284,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1985,1985,index,87,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1986,1986,index,82,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1987,1987,index,109,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1988,1988,index,107,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1989,1989,index,83,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1990,1990,index,86,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1991,1991,index,117,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1992,1992,index,43,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1993,1993,index,38,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1994,1994,index,35,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1995,1995,index,43,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1998,1998,index,45,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),1999,1999,index,53,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2000,2000,index,47,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2001,2001,index,43,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2002,2002,index,35,Fc
2,Afghanistan,515,Apples,494,Export Unit/Value Index (2014-2016 = 100),2003,2003,index,37,Fc
